time_code,value,series_name,nbs_code,frequency
202504,48.96318378,Consumer_Confidence_Index,A0B0101,Monthly
202505,49.5,Consumer_Confidence_Index,A0B0101,Monthly
202506,49.7,Consumer_Confidence_Index,A0B0101,Monthly
202507,49.3,Consumer_Confidence_Index,A0B0101,Monthly
202508,49.4,Consumer_Confidence_Index,A0B0101,Monthly
202509,49.8,Consumer_Confidence_Index,A0B0101,Monthly
202510,49,Consumer_Confidence_Index,A0B0101,Monthly
202511,49.2,Consumer_Confidence_Index,A0B0101,Monthly
200001,102.24,Real_Estate_Climate_Index,A010502,Monthly
200002,102.57,Real_Estate_Climate_Index,A010502,Monthly
200003,101.82,Real_Estate_Climate_Index,A010502,Monthly
200004,101.85,Real_Estate_Climate_Index,A010502,Monthly
200005,102.2,Real_Estate_Climate_Index,A010502,Monthly
200006,102.69,Real_Estate_Climate_Index,A010502,Monthly
200007,102.94,Real_Estate_Climate_Index,A010502,Monthly
200008,103.32,Real_Estate_Climate_Index,A010502,Monthly
200009,103.52,Real_Estate_Climate_Index,A010502,Monthly
200010,103.43,Real_Estate_Climate_Index,A010502,Monthly
200011,103.68,Real_Estate_Climate_Index,A010502,Monthly
200012,104,Real_Estate_Climate_Index,A010502,Monthly
200101,105.22,Real_Estate_Climate_Index,A010502,Monthly
200102,105.02,Real_Estate_Climate_Index,A010502,Monthly
200103,106.15,Real_Estate_Climate_Index,A010502,Monthly
200104,106.88,Real_Estate_Climate_Index,A010502,Monthly
200105,106.51,Real_Estate_Climate_Index,A010502,Monthly
200106,106.01,Real_Estate_Climate_Index,A010502,Monthly
200107,106.44,Real_Estate_Climate_Index,A010502,Monthly
200108,106.36,Real_Estate_Climate_Index,A010502,Monthly
200109,105.85,Real_Estate_Climate_Index,A010502,Monthly
200110,105.63,Real_Estate_Climate_Index,A010502,Monthly
200111,105.1,Real_Estate_Climate_Index,A010502,Monthly
200112,105.27,Real_Estate_Climate_Index,A010502,Monthly
200201,103.91,Real_Estate_Climate_Index,A010502,Monthly
200202,103.53,Real_Estate_Climate_Index,A010502,Monthly
200203,103.87,Real_Estate_Climate_Index,A010502,Monthly
200204,104.6,Real_Estate_Climate_Index,A010502,Monthly
200205,104.37,Real_Estate_Climate_Index,A010502,Monthly
200206,104.65,Real_Estate_Climate_Index,A010502,Monthly
200207,104.29,Real_Estate_Climate_Index,A010502,Monthly
200208,104.46,Real_Estate_Climate_Index,A010502,Monthly
200209,104.97,Real_Estate_Climate_Index,A010502,Monthly
200210,105.15,Real_Estate_Climate_Index,A010502,Monthly
200211,104.9,Real_Estate_Climate_Index,A010502,Monthly
200212,104.18,Real_Estate_Climate_Index,A010502,Monthly
200301,108.89,Real_Estate_Climate_Index,A010502,Monthly
200302,109.14,Real_Estate_Climate_Index,A010502,Monthly
200303,107.34,Real_Estate_Climate_Index,A010502,Monthly
200304,106.89,Real_Estate_Climate_Index,A010502,Monthly
200305,106.28,Real_Estate_Climate_Index,A010502,Monthly
200306,107.04,Real_Estate_Climate_Index,A010502,Monthly
200307,107.27,Real_Estate_Climate_Index,A010502,Monthly
200308,106.89,Real_Estate_Climate_Index,A010502,Monthly
200309,106.65,Real_Estate_Climate_Index,A010502,Monthly
200310,106.67,Real_Estate_Climate_Index,A010502,Monthly
200311,106.42,Real_Estate_Climate_Index,A010502,Monthly
200312,106.23,Real_Estate_Climate_Index,A010502,Monthly
200401,106.59,Real_Estate_Climate_Index,A010502,Monthly
200402,107.66,Real_Estate_Climate_Index,A010502,Monthly
200403,106.2,Real_Estate_Climate_Index,A010502,Monthly
200404,105.77,Real_Estate_Climate_Index,A010502,Monthly
200405,105.92,Real_Estate_Climate_Index,A010502,Monthly
200406,105.18,Real_Estate_Climate_Index,A010502,Monthly
200407,105.25,Real_Estate_Climate_Index,A010502,Monthly
200408,105.16,Real_Estate_Climate_Index,A010502,Monthly
200409,104.83,Real_Estate_Climate_Index,A010502,Monthly
200410,104.87,Real_Estate_Climate_Index,A010502,Monthly
200411,105.09,Real_Estate_Climate_Index,A010502,Monthly
200412,105.32,Real_Estate_Climate_Index,A010502,Monthly
200501,103.12,Real_Estate_Climate_Index,A010502,Monthly
200502,102.71,Real_Estate_Climate_Index,A010502,Monthly
200503,102.43,Real_Estate_Climate_Index,A010502,Monthly
200504,102.26,Real_Estate_Climate_Index,A010502,Monthly
200505,102.17,Real_Estate_Climate_Index,A010502,Monthly
200506,102.08,Real_Estate_Climate_Index,A010502,Monthly
200507,101.97,Real_Estate_Climate_Index,A010502,Monthly
200508,101.76,Real_Estate_Climate_Index,A010502,Monthly
200509,101.42,Real_Estate_Climate_Index,A010502,Monthly
200510,101.02,Real_Estate_Climate_Index,A010502,Monthly
200511,100.69,Real_Estate_Climate_Index,A010502,Monthly
200512,100.61,Real_Estate_Climate_Index,A010502,Monthly
200601,100.76,Real_Estate_Climate_Index,A010502,Monthly
200602,101.05,Real_Estate_Climate_Index,A010502,Monthly
200603,101.46,Real_Estate_Climate_Index,A010502,Monthly
200604,101.61,Real_Estate_Climate_Index,A010502,Monthly
200605,101.87,Real_Estate_Climate_Index,A010502,Monthly
200606,102.93,Real_Estate_Climate_Index,A010502,Monthly
200607,103.51,Real_Estate_Climate_Index,A010502,Monthly
200608,103.31,Real_Estate_Climate_Index,A010502,Monthly
200609,103.14,Real_Estate_Climate_Index,A010502,Monthly
200610,103.4,Real_Estate_Climate_Index,A010502,Monthly
200611,103.92,Real_Estate_Climate_Index,A010502,Monthly
200612,102.96,Real_Estate_Climate_Index,A010502,Monthly
200701,102.42,Real_Estate_Climate_Index,A010502,Monthly
200702,101.78,Real_Estate_Climate_Index,A010502,Monthly
200703,101.22,Real_Estate_Climate_Index,A010502,Monthly
200704,102.65,Real_Estate_Climate_Index,A010502,Monthly
200705,103.32,Real_Estate_Climate_Index,A010502,Monthly
200706,103.63,Real_Estate_Climate_Index,A010502,Monthly
200707,104,Real_Estate_Climate_Index,A010502,Monthly
200708,104.48,Real_Estate_Climate_Index,A010502,Monthly
200709,104.99,Real_Estate_Climate_Index,A010502,Monthly
200710,105.74,Real_Estate_Climate_Index,A010502,Monthly
200711,106.59,Real_Estate_Climate_Index,A010502,Monthly
200712,106.45,Real_Estate_Climate_Index,A010502,Monthly
200801,106.11,Real_Estate_Climate_Index,A010502,Monthly
200802,105.55,Real_Estate_Climate_Index,A010502,Monthly
200803,104.72,Real_Estate_Climate_Index,A010502,Monthly
200804,104.07,Real_Estate_Climate_Index,A010502,Monthly
200805,103.34,Real_Estate_Climate_Index,A010502,Monthly
200806,103.08,Real_Estate_Climate_Index,A010502,Monthly
200807,102.36,Real_Estate_Climate_Index,A010502,Monthly
200808,101.78,Real_Estate_Climate_Index,A010502,Monthly
200809,101.15,Real_Estate_Climate_Index,A010502,Monthly
200810,99.68,Real_Estate_Climate_Index,A010502,Monthly
200811,98.46,Real_Estate_Climate_Index,A010502,Monthly
200812,96.46,Real_Estate_Climate_Index,A010502,Monthly
200901,,Real_Estate_Climate_Index,A010502,Monthly
200902,94.86,Real_Estate_Climate_Index,A010502,Monthly
200903,94.74,Real_Estate_Climate_Index,A010502,Monthly
200904,94.76,Real_Estate_Climate_Index,A010502,Monthly
200905,95.94,Real_Estate_Climate_Index,A010502,Monthly
200906,96.55,Real_Estate_Climate_Index,A010502,Monthly
200907,98.01,Real_Estate_Climate_Index,A010502,Monthly
200908,100.08,Real_Estate_Climate_Index,A010502,Monthly
200909,101.08,Real_Estate_Climate_Index,A010502,Monthly
200910,102.03,Real_Estate_Climate_Index,A010502,Monthly
200911,102.78,Real_Estate_Climate_Index,A010502,Monthly
200912,103.66,Real_Estate_Climate_Index,A010502,Monthly
201001,,Real_Estate_Climate_Index,A010502,Monthly
201002,105.47,Real_Estate_Climate_Index,A010502,Monthly
201003,105.89,Real_Estate_Climate_Index,A010502,Monthly
201004,105.66,Real_Estate_Climate_Index,A010502,Monthly
201005,105.07,Real_Estate_Climate_Index,A010502,Monthly
201006,105.06,Real_Estate_Climate_Index,A010502,Monthly
201007,104.72,Real_Estate_Climate_Index,A010502,Monthly
201008,104.11,Real_Estate_Climate_Index,A010502,Monthly
201009,103.52,Real_Estate_Climate_Index,A010502,Monthly
201010,103.57,Real_Estate_Climate_Index,A010502,Monthly
201011,103.2,Real_Estate_Climate_Index,A010502,Monthly
201012,101.79,Real_Estate_Climate_Index,A010502,Monthly
201101,,Real_Estate_Climate_Index,A010502,Monthly
201102,102.9,Real_Estate_Climate_Index,A010502,Monthly
201103,102.98,Real_Estate_Climate_Index,A010502,Monthly
201104,103.19,Real_Estate_Climate_Index,A010502,Monthly
201105,103.2,Real_Estate_Climate_Index,A010502,Monthly
201106,101.75,Real_Estate_Climate_Index,A010502,Monthly
201107,101.5,Real_Estate_Climate_Index,A010502,Monthly
201108,101.12,Real_Estate_Climate_Index,A010502,Monthly
201109,100.41,Real_Estate_Climate_Index,A010502,Monthly
201110,100.27,Real_Estate_Climate_Index,A010502,Monthly
201111,99.87,Real_Estate_Climate_Index,A010502,Monthly
201112,98.89,Real_Estate_Climate_Index,A010502,Monthly
201201,,Real_Estate_Climate_Index,A010502,Monthly
201202,97.89,Real_Estate_Climate_Index,A010502,Monthly
201203,96.92,Real_Estate_Climate_Index,A010502,Monthly
201204,95.62,Real_Estate_Climate_Index,A010502,Monthly
201205,94.9,Real_Estate_Climate_Index,A010502,Monthly
201206,94.71,Real_Estate_Climate_Index,A010502,Monthly
201207,94.57,Real_Estate_Climate_Index,A010502,Monthly
201208,94.64,Real_Estate_Climate_Index,A010502,Monthly
201209,94.39,Real_Estate_Climate_Index,A010502,Monthly
201210,94.56,Real_Estate_Climate_Index,A010502,Monthly
201211,95.71,Real_Estate_Climate_Index,A010502,Monthly
201212,95.59,Real_Estate_Climate_Index,A010502,Monthly
201301,,Real_Estate_Climate_Index,A010502,Monthly
201302,97.92,Real_Estate_Climate_Index,A010502,Monthly
201303,97.56,Real_Estate_Climate_Index,A010502,Monthly
201304,97.35,Real_Estate_Climate_Index,A010502,Monthly
201305,97.26,Real_Estate_Climate_Index,A010502,Monthly
201306,97.29,Real_Estate_Climate_Index,A010502,Monthly
201307,97.39,Real_Estate_Climate_Index,A010502,Monthly
201308,97.29,Real_Estate_Climate_Index,A010502,Monthly
201309,97.25,Real_Estate_Climate_Index,A010502,Monthly
201310,96.88,Real_Estate_Climate_Index,A010502,Monthly
201311,96.38,Real_Estate_Climate_Index,A010502,Monthly
201312,97.21,Real_Estate_Climate_Index,A010502,Monthly
201401,,Real_Estate_Climate_Index,A010502,Monthly
201402,96.91,Real_Estate_Climate_Index,A010502,Monthly
201403,96.4,Real_Estate_Climate_Index,A010502,Monthly
201404,95.79,Real_Estate_Climate_Index,A010502,Monthly
201405,95.02,Real_Estate_Climate_Index,A010502,Monthly
201406,94.84,Real_Estate_Climate_Index,A010502,Monthly
201407,94.82,Real_Estate_Climate_Index,A010502,Monthly
201408,94.79,Real_Estate_Climate_Index,A010502,Monthly
201409,94.72,Real_Estate_Climate_Index,A010502,Monthly
201410,94.76,Real_Estate_Climate_Index,A010502,Monthly
201411,94.3,Real_Estate_Climate_Index,A010502,Monthly
201412,93.93,Real_Estate_Climate_Index,A010502,Monthly
201501,,Real_Estate_Climate_Index,A010502,Monthly
201502,93.77,Real_Estate_Climate_Index,A010502,Monthly
201503,93.11,Real_Estate_Climate_Index,A010502,Monthly
201504,92.56,Real_Estate_Climate_Index,A010502,Monthly
201505,92.43,Real_Estate_Climate_Index,A010502,Monthly
201506,92.63,Real_Estate_Climate_Index,A010502,Monthly
201507,93.03,Real_Estate_Climate_Index,A010502,Monthly
201508,93.46,Real_Estate_Climate_Index,A010502,Monthly
201509,93.4,Real_Estate_Climate_Index,A010502,Monthly
201510,93.34,Real_Estate_Climate_Index,A010502,Monthly
201511,93.35,Real_Estate_Climate_Index,A010502,Monthly
201512,93.34,Real_Estate_Climate_Index,A010502,Monthly
201601,,Real_Estate_Climate_Index,A010502,Monthly
201602,93.67,Real_Estate_Climate_Index,A010502,Monthly
201603,94.18,Real_Estate_Climate_Index,A010502,Monthly
201604,94.41,Real_Estate_Climate_Index,A010502,Monthly
201605,94.48,Real_Estate_Climate_Index,A010502,Monthly
201606,100.93,Real_Estate_Climate_Index,A010502,Monthly
201607,100.36,Real_Estate_Climate_Index,A010502,Monthly
201608,100.4,Real_Estate_Climate_Index,A010502,Monthly
201609,100.54,Real_Estate_Climate_Index,A010502,Monthly
201610,100.75,Real_Estate_Climate_Index,A010502,Monthly
201611,100.85,Real_Estate_Climate_Index,A010502,Monthly
201612,101,Real_Estate_Climate_Index,A010502,Monthly
201701,100.75,Real_Estate_Climate_Index,A010502,Monthly
201702,100.76,Real_Estate_Climate_Index,A010502,Monthly
201703,101.13,Real_Estate_Climate_Index,A010502,Monthly
201704,101.23,Real_Estate_Climate_Index,A010502,Monthly
201705,101.18,Real_Estate_Climate_Index,A010502,Monthly
201706,101.37,Real_Estate_Climate_Index,A010502,Monthly
201707,101.42,Real_Estate_Climate_Index,A010502,Monthly
201708,101.42,Real_Estate_Climate_Index,A010502,Monthly
201709,101.44,Real_Estate_Climate_Index,A010502,Monthly
201710,101.49,Real_Estate_Climate_Index,A010502,Monthly
201711,101.63,Real_Estate_Climate_Index,A010502,Monthly
201712,101.72,Real_Estate_Climate_Index,A010502,Monthly
201801,101.65,Real_Estate_Climate_Index,A010502,Monthly
201802,101.66,Real_Estate_Climate_Index,A010502,Monthly
201803,101.5,Real_Estate_Climate_Index,A010502,Monthly
201804,101.37,Real_Estate_Climate_Index,A010502,Monthly
201805,101.58,Real_Estate_Climate_Index,A010502,Monthly
201806,101.68,Real_Estate_Climate_Index,A010502,Monthly
201807,101.88,Real_Estate_Climate_Index,A010502,Monthly
201808,101.98,Real_Estate_Climate_Index,A010502,Monthly
201809,101.99,Real_Estate_Climate_Index,A010502,Monthly
201810,101.94,Real_Estate_Climate_Index,A010502,Monthly
201811,101.92,Real_Estate_Climate_Index,A010502,Monthly
201812,101.85,Real_Estate_Climate_Index,A010502,Monthly
201901,,Real_Estate_Climate_Index,A010502,Monthly
201902,100.57,Real_Estate_Climate_Index,A010502,Monthly
201903,100.78,Real_Estate_Climate_Index,A010502,Monthly
201904,100.92,Real_Estate_Climate_Index,A010502,Monthly
201905,100.85,Real_Estate_Climate_Index,A010502,Monthly
201906,100.89,Real_Estate_Climate_Index,A010502,Monthly
201907,100.9,Real_Estate_Climate_Index,A010502,Monthly
201908,100.94,Real_Estate_Climate_Index,A010502,Monthly
201909,101.08,Real_Estate_Climate_Index,A010502,Monthly
201910,101.14,Real_Estate_Climate_Index,A010502,Monthly
201911,101.16,Real_Estate_Climate_Index,A010502,Monthly
201912,101.13,Real_Estate_Climate_Index,A010502,Monthly
202001,,Real_Estate_Climate_Index,A010502,Monthly
202002,97.39,Real_Estate_Climate_Index,A010502,Monthly
202003,98.18,Real_Estate_Climate_Index,A010502,Monthly
202004,98.86,Real_Estate_Climate_Index,A010502,Monthly
202005,99.35,Real_Estate_Climate_Index,A010502,Monthly
202006,99.85,Real_Estate_Climate_Index,A010502,Monthly
202007,100.09,Real_Estate_Climate_Index,A010502,Monthly
202008,100.33,Real_Estate_Climate_Index,A010502,Monthly
202009,100.43,Real_Estate_Climate_Index,A010502,Monthly
202010,100.5,Real_Estate_Climate_Index,A010502,Monthly
202011,100.55,Real_Estate_Climate_Index,A010502,Monthly
202012,100.76,Real_Estate_Climate_Index,A010502,Monthly
202101,,Real_Estate_Climate_Index,A010502,Monthly
202102,101.41,Real_Estate_Climate_Index,A010502,Monthly
202103,101.29,Real_Estate_Climate_Index,A010502,Monthly
202104,101.27,Real_Estate_Climate_Index,A010502,Monthly
202105,101.17,Real_Estate_Climate_Index,A010502,Monthly
202106,101.05,Real_Estate_Climate_Index,A010502,Monthly
202107,100.98,Real_Estate_Climate_Index,A010502,Monthly
202108,,Real_Estate_Climate_Index,A010502,Monthly
202109,,Real_Estate_Climate_Index,A010502,Monthly
202110,,Real_Estate_Climate_Index,A010502,Monthly
202111,100.51,Real_Estate_Climate_Index,A010502,Monthly
202112,100.36,Real_Estate_Climate_Index,A010502,Monthly
202201,96.83,Real_Estate_Climate_Index,A010502,Monthly
202202,96.83,Real_Estate_Climate_Index,A010502,Monthly
202203,96.66,Real_Estate_Climate_Index,A010502,Monthly
202204,95.89,Real_Estate_Climate_Index,A010502,Monthly
202205,95.6,Real_Estate_Climate_Index,A010502,Monthly
202206,95.4,Real_Estate_Climate_Index,A010502,Monthly
202207,95.26,Real_Estate_Climate_Index,A010502,Monthly
202208,95.07,Real_Estate_Climate_Index,A010502,Monthly
202209,94.86,Real_Estate_Climate_Index,A010502,Monthly
202210,94.7,Real_Estate_Climate_Index,A010502,Monthly
202211,94.42,Real_Estate_Climate_Index,A010502,Monthly
202212,94.35,Real_Estate_Climate_Index,A010502,Monthly
202301,94.45,Real_Estate_Climate_Index,A010502,Monthly
202302,94.67,Real_Estate_Climate_Index,A010502,Monthly
202303,94.71,Real_Estate_Climate_Index,A010502,Monthly
202304,94.78,Real_Estate_Climate_Index,A010502,Monthly
202305,94.56,Real_Estate_Climate_Index,A010502,Monthly
202306,94.06,Real_Estate_Climate_Index,A010502,Monthly
202307,93.78,Real_Estate_Climate_Index,A010502,Monthly
202308,93.56,Real_Estate_Climate_Index,A010502,Monthly
202309,93.44,Real_Estate_Climate_Index,A010502,Monthly
202310,93.4,Real_Estate_Climate_Index,A010502,Monthly
202311,93.42,Real_Estate_Climate_Index,A010502,Monthly
202312,93.36,Real_Estate_Climate_Index,A010502,Monthly
202401,92.4,Real_Estate_Climate_Index,A010502,Monthly
202402,92.13,Real_Estate_Climate_Index,A010502,Monthly
202403,92.07,Real_Estate_Climate_Index,A010502,Monthly
202404,92.02,Real_Estate_Climate_Index,A010502,Monthly
202405,92.01,Real_Estate_Climate_Index,A010502,Monthly
202406,92.11,Real_Estate_Climate_Index,A010502,Monthly
202407,92.22,Real_Estate_Climate_Index,A010502,Monthly
202408,92.35,Real_Estate_Climate_Index,A010502,Monthly
202409,92.41,Real_Estate_Climate_Index,A010502,Monthly
202410,92.49,Real_Estate_Climate_Index,A010502,Monthly
202411,92.62,Real_Estate_Climate_Index,A010502,Monthly
202412,92.78,Real_Estate_Climate_Index,A010502,Monthly
202501,,Real_Estate_Climate_Index,A010502,Monthly
202502,93.8,Real_Estate_Climate_Index,A010502,Monthly
202503,93.96,Real_Estate_Climate_Index,A010502,Monthly
202504,93.86,Real_Estate_Climate_Index,A010502,Monthly
202505,93.72,Real_Estate_Climate_Index,A010502,Monthly
202506,93.06,Real_Estate_Climate_Index,A010502,Monthly
202507,93.34,Real_Estate_Climate_Index,A010502,Monthly
202508,93.05,Real_Estate_Climate_Index,A010502,Monthly
202509,92.78,Real_Estate_Climate_Index,A010502,Monthly
202510,92.43,Real_Estate_Climate_Index,A010502,Monthly
202511,,Real_Estate_Climate_Index,A010502,Monthly
